,n1,n2,n3,n4,n6,n7,n8,n9,n10,n11,n13,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n39,n40,n41,n42,n43,n44,n45,n343,n344,n345,n346,n347,n349,n350,n351,n352,n353,n354,n355,n356,n357,n358,n360,n361,n362,n364,n365,n366,n367,n368,n369,n370,n371,n372,n373,n374,n375,n376,n377,n378,n379,n381,n382,n383,n384,n385,n386,n387,n388,n389
06:40:00,1508.1,140.84,184.09,2602.04,236.2,353.73,312.4,399.96,82.19,464.22,194.4,79.43,357.88,64.54,110.25,121.46,50.41,149.13,92.86,41.78,1960.11,22.21,132.12,247.74,44.33,255.59,121.11,71.65,86.44,96.0,35.52,256.11,13.95,304.15,145.74,217.23,107.41,31.32,248.73,126.15,235.59,43.1,159.1,72.53,53.17,169.55,366.63,117.52,243.93,116.75,373.19,127.78,98.51,483.11,235.5,112.25,6.01,80.22,104.72,151.03,106.6,95.0,160.89,209.09,68.08,34.23,26.18,103.43,55.36,113.73,244.26,11.55,84.33,210.69,146.61,82.26,213.58,45.65,238.44,135.82,363.93,153.31
06:45:00,1494.31,147.37,188.38,2530.95,255.98,362.14,303.97,383.24,85.8,459.01,212.86,83.09,387.86,65.69,119.19,121.85,49.84,158.86,98.66,45.01,1998.89,20.81,142.03,260.28,48.98,261.55,122.22,77.19,91.05,98.4,33.46,258.45,15.08,315.89,145.78,217.29,119.4,32.77,249.52,131.79,235.65,45.85,155.54,73.07,53.18,179.89,380.59,121.07,269.52,118.83,382.5,125.66,100.22,519.38,244.59,107.56,6.36,82.13,107.15,160.44,103.92,99.41,174.38,209.57,71.22,37.48,26.26,101.46,56.64,121.1,249.35,12.27,84.59,219.96,153.87,80.04,217.99,44.63,247.51,147.21,370.89,162.81
06:50:00,1447.25,152.2,198.71,2467.64,261.94,391.52,320.92,421.73,88.76,486.84,211.08,89.28,396.89,68.07,124.62,126.4,52.86,166.21,106.76,45.83,2015.28,22.82,146.0,257.48,51.52,275.89,130.03,78.6,91.69,99.47,33.57,274.97,15.77,328.27,155.75,232.14,123.81,33.85,258.84,136.4,251.76,47.86,166.77,76.3,56.82,183.29,412.44,127.18,283.5,123.14,386.68,132.45,105.31,533.89,254.18,118.36,6.4,88.79,112.21,164.95,108.33,102.66,179.22,211.67,76.52,37.17,27.24,114.62,59.32,121.36,251.2,12.62,87.75,227.54,154.95,84.51,221.78,47.85,268.22,151.3,398.66,163.6
06:55:00,1431.19,156.21,206.57,2386.13,280.19,402.79,344.05,435.5,86.31,477.73,222.4,87.84,424.55,69.52,127.05,133.08,51.87,159.37,104.4,46.11,2021.88,22.76,149.58,270.08,51.19,286.8,133.8,79.07,94.25,102.25,35.07,282.94,16.08,343.71,150.12,223.76,125.9,34.74,272.52,139.74,242.67,47.14,169.12,76.09,54.76,196.42,430.93,126.88,281.71,125.77,397.47,134.82,104.95,546.93,266.13,122.22,6.69,91.35,117.75,168.82,110.66,105.37,182.1,232.05,75.29,39.16,28.68,126.91,62.25,128.29,257.6,12.92,92.39,221.25,161.58,90.6,227.52,48.53,280.25,153.73,409.31,172.01
07:00:00,1372.9,169.16,218.39,2406.39,278.1,441.88,357.14,466.06,94.7,529.21,225.31,88.44,421.37,72.61,131.5,140.03,57.46,168.74,102.01,48.96,2093.35,23.37,155.98,278.3,53.59,303.22,130.76,83.97,94.21,105.96,37.98,276.52,16.64,357.96,166.76,248.56,127.49,37.62,286.75,150.67,269.57,49.3,176.06,77.78,60.84,198.61,467.91,136.05,294.93,131.36,411.9,142.18,114.24,570.37,277.16,130.8,6.96,100.21,118.83,170.41,113.2,114.1,192.4,215.09,75.8,39.67,30.18,116.85,62.82,132.24,248.14,13.04,97.22,242.78,166.22,94.05,243.51,50.52,304.3,162.42,437.68,178.64
07:05:00,1330.13,169.66,224.64,2371.59,304.68,440.61,381.67,468.19,94.72,545.25,234.09,91.22,461.65,72.36,130.18,141.76,59.2,174.0,108.16,50.55,2117.13,23.65,161.8,284.55,58.2,311.9,138.2,86.7,102.12,107.62,36.96,292.25,16.47,350.37,162.07,241.57,134.42,37.73,290.31,151.65,261.99,52.96,197.67,77.17,59.12,209.2,450.64,138.06,320.27,130.91,418.36,137.42,117.12,591.65,271.29,131.4,7.25,99.92,123.35,188.19,120.51,114.44,195.73,233.86,78.19,41.22,30.55,118.94,65.21,132.31,251.71,14.4,98.42,242.82,168.43,100.51,252.1,56.71,293.07,165.24,444.38,179.42
07:10:00,1314.21,176.34,226.25,2404.23,285.67,442.23,362.36,463.2,102.03,552.4,239.01,96.83,432.85,77.67,140.93,156.02,59.98,181.85,110.7,54.36,2133.32,24.19,161.93,285.41,57.44,314.13,142.76,93.23,103.07,115.19,39.14,301.9,17.83,368.3,171.8,256.06,137.92,39.21,319.51,157.32,277.71,52.8,194.81,75.68,62.67,213.79,468.76,137.86,316.1,140.51,447.77,151.6,122.4,592.07,285.17,130.0,7.52,100.29,129.3,184.98,120.55,118.95,210.82,246.17,82.99,42.09,33.63,134.27,68.36,142.02,269.38,14.15,108.32,261.56,179.65,95.42,269.99,55.89,304.85,177.97,445.91,188.4
07:15:00,1271.27,184.13,238.58,2363.32,312.46,456.2,395.64,500.31,99.22,594.92,237.93,99.5,473.45,81.59,142.46,154.42,64.6,184.5,113.15,54.66,2160.74,25.37,166.46,310.48,58.98,331.24,152.62,93.75,99.56,117.58,39.19,322.75,18.03,377.88,181.63,270.71,144.45,40.95,316.22,164.19,293.59,54.45,198.5,75.45,66.26,224.38,499.26,151.13,324.56,147.59,457.08,150.64,124.17,608.68,292.59,140.41,7.69,103.46,132.87,193.04,125.61,124.2,218.17,241.16,85.28,41.9,33.28,137.22,70.24,142.69,281.28,14.77,107.21,254.36,185.98,104.18,272.17,56.95,324.68,184.18,455.78,195.87
07:20:00,1229.06,188.37,251.57,2334.67,331.03,467.76,360.99,480.47,107.34,600.62,257.83,101.92,501.58,80.08,146.62,149.82,65.22,183.12,118.54,53.31,2185.66,26.4,169.37,297.01,63.24,349.28,151.1,91.42,105.85,120.22,39.2,319.52,18.55,368.54,180.87,269.59,142.38,41.89,306.81,168.12,292.38,55.65,195.58,74.16,65.98,234.64,486.63,144.17,348.02,144.87,467.32,158.73,127.1,619.32,285.36,134.85,7.44,106.09,135.18,197.5,122.61,127.06,225.71,247.53,87.35,45.4,32.29,143.86,71.46,152.17,272.9,15.11,104.02,275.18,185.12,95.06,293.9,56.11,316.47,190.54,467.43,204.5
07:25:00,1186.09,189.38,249.23,2322.98,342.28,483.49,403.57,538.97,107.77,580.95,259.18,97.95,518.63,84.05,156.04,153.33,63.08,195.88,118.8,57.69,2249.0,25.32,169.26,313.42,62.53,346.03,157.95,98.94,104.66,123.54,40.93,334.02,19.74,406.7,191.35,285.21,159.94,42.12,313.99,169.49,309.31,58.56,198.97,73.36,69.81,238.39,481.31,157.86,344.11,152.04,480.22,164.86,134.27,618.94,314.91,151.26,7.81,109.65,140.93,196.65,131.74,127.75,236.85,256.64,83.96,45.64,33.05,142.81,74.5,150.43,289.07,15.04,106.45,276.27,186.12,106.27,282.01,57.09,313.01,199.95,479.56,204.53
07:30:00,1160.34,196.47,244.89,2345.88,339.35,478.67,401.52,521.65,112.41,625.32,265.54,109.35,514.19,84.12,151.9,158.21,67.9,198.55,125.15,56.85,2209.61,27.1,183.39,316.28,65.2,340.01,163.02,97.5,113.91,128.66,41.3,344.73,19.22,404.35,183.56,273.59,149.49,43.69,323.99,175.17,296.72,59.82,207.41,71.21,66.96,243.9,521.45,163.36,358.8,152.17,500.14,164.58,131.29,670.57,313.09,146.4,8.4,108.55,134.83,209.53,127.94,132.52,226.02,275.11,93.72,46.76,34.1,139.33,71.28,147.43,287.9,16.03,109.84,288.17,184.35,105.73,308.11,59.51,339.11,190.81,483.26,205.23
07:35:00,1136.44,196.84,270.57,2319.18,331.4,516.64,430.47,551.33,113.16,642.41,279.26,111.69,502.14,87.36,152.95,165.84,69.76,194.72,124.84,57.52,2222.0,26.29,185.85,313.77,63.9,375.67,160.72,98.64,107.55,124.15,42.86,339.87,19.35,423.82,192.9,287.52,148.73,43.77,339.61,175.47,311.82,62.47,218.1,70.39,70.37,257.95,505.02,157.49,351.66,158.03,482.62,159.0,136.67,679.55,328.16,154.73,8.25,117.17,144.85,211.9,137.19,132.78,225.81,263.64,95.73,49.17,35.74,150.43,76.57,162.01,302.41,16.21,115.14,290.1,196.12,113.35,296.0,62.58,328.43,190.64,514.51,215.2
07:40:00,1099.47,202.94,275.88,2267.36,346.96,497.7,442.62,542.46,113.06,661.7,261.74,110.16,525.72,80.39,158.84,161.87,71.85,207.3,124.99,58.49,2245.03,26.97,179.08,339.7,62.07,383.03,162.68,100.32,115.07,128.93,40.67,344.01,20.1,414.13,198.07,295.22,165.27,45.13,331.48,180.81,320.17,62.43,216.2,69.38,72.26,261.11,542.4,159.92,341.56,145.44,501.2,172.99,137.82,654.76,320.66,152.24,8.24,112.87,142.42,220.84,137.62,136.89,230.49,261.12,94.42,46.09,34.89,154.14,75.29,165.22,312.73,16.9,112.38,289.83,203.15,116.55,300.81,62.03,352.75,194.58,498.95,208.99
07:45:00,1112.01,203.7,265.84,2257.29,348.41,512.98,403.59,531.27,105.23,680.08,275.53,111.26,527.91,90.44,157.51,169.64,73.84,207.64,126.87,57.82,2190.95,28.18,182.79,336.45,61.42,369.09,164.81,99.15,111.85,133.72,45.01,348.51,19.93,440.11,199.87,297.9,158.53,45.3,347.38,182.03,323.08,63.36,211.57,67.64,72.91,245.55,516.76,168.43,338.01,163.61,519.81,164.5,142.03,668.35,340.77,149.1,8.12,116.34,141.45,210.56,133.57,137.4,239.47,273.67,95.36,48.52,36.56,146.71,74.78,170.38,301.33,16.11,117.77,269.76,200.73,106.28,300.4,60.7,336.07,202.16,512.86,219.72
07:50:00,1108.6,202.92,270.92,2252.35,360.05,518.39,426.84,574.58,116.83,660.3,290.81,106.2,545.54,89.54,162.81,155.71,71.7,210.21,130.97,61.38,2216.58,28.41,186.38,340.97,65.69,376.15,166.49,105.26,119.73,131.99,44.05,352.08,20.6,428.78,208.95,311.43,163.13,45.12,318.86,181.55,337.76,60.23,213.07,65.66,76.22,247.61,571.91,167.86,361.47,161.98,513.08,175.02,142.31,681.48,332.0,161.26,8.36,117.57,149.17,198.57,143.63,136.88,238.79,275.73,91.02,51.21,33.56,152.67,78.86,161.44,319.17,15.19,108.1,299.5,206.59,112.4,299.36,61.14,371.93,201.59,518.78,224.22
07:55:00,1100.11,199.27,274.29,2310.66,349.72,502.81,424.69,538.16,115.04,654.27,280.38,110.71,529.9,88.97,159.01,166.74,71.04,204.55,133.84,57.67,2203.16,29.21,195.33,339.63,67.67,380.82,162.81,98.9,120.65,136.26,45.68,344.29,20.12,435.49,201.71,300.65,164.05,44.31,341.45,178.17,326.06,63.86,207.18,65.27,73.58,250.85,523.44,162.34,372.36,160.96,529.66,177.48,136.42,714.22,337.2,151.04,8.05,114.04,149.29,207.3,141.64,134.42,230.81,280.57,94.89,49.37,35.93,154.57,78.92,169.33,327.93,15.86,115.76,294.92,188.96,111.83,296.93,59.44,340.41,194.85,514.25,216.62
08:00:00,1127.18,206.87,278.37,2270.61,346.84,510.14,427.83,579.47,113.22,653.18,285.42,110.53,525.53,89.12,162.12,176.73,70.92,214.82,139.34,61.77,2180.97,29.07,198.32,346.59,68.39,386.49,171.11,105.93,120.26,136.82,45.84,361.84,20.51,406.05,203.53,303.36,167.3,46.0,361.9,184.53,329.0,62.76,232.6,64.2,74.25,250.33,535.78,153.76,376.36,161.22,531.85,170.49,137.95,725.1,314.4,162.63,7.99,115.7,149.86,216.14,143.2,139.54,239.22,287.32,94.74,50.26,38.09,157.02,79.22,166.1,321.51,16.54,122.69,290.25,196.13,112.66,306.43,66.74,348.44,201.95,512.99,219.98
08:05:00,1118.2,201.93,260.05,2276.88,357.64,554.58,434.27,558.39,119.3,659.62,272.39,109.29,541.89,88.71,165.17,169.86,71.62,219.71,137.68,58.42,2198.45,30.54,186.75,352.75,67.8,361.05,167.88,100.18,118.59,135.71,46.06,355.01,20.9,419.06,205.83,306.8,169.7,44.9,347.83,181.03,332.73,65.19,237.42,64.16,75.09,262.98,559.19,165.93,373.1,160.48,527.54,174.39,137.08,682.82,324.47,156.71,8.31,125.78,152.65,229.06,146.17,136.21,248.97,294.23,93.67,47.96,36.61,153.53,80.7,169.01,309.36,17.52,117.92,305.82,207.34,114.35,315.28,68.12,363.67,210.18,551.58,214.61
08:10:00,1145.61,207.59,279.66,2370.29,343.29,527.9,446.54,574.71,118.75,657.39,296.7,115.12,520.16,89.08,158.31,174.55,71.38,210.95,131.47,61.8,2149.04,30.03,189.58,342.82,66.71,388.29,175.37,105.98,122.9,133.29,48.28,370.84,20.03,442.05,211.26,314.88,156.99,46.16,357.44,186.35,341.49,64.0,222.19,64.2,77.07,262.6,538.92,170.37,367.1,161.14,518.12,173.2,140.41,693.13,342.28,161.29,8.88,119.73,154.36,208.88,147.4,140.03,249.63,292.31,98.67,52.24,37.62,147.16,81.6,166.42,345.4,15.98,121.18,304.43,202.82,117.59,310.8,63.75,350.49,210.74,535.28,219.82
08:15:00,1151.25,212.74,268.27,2478.41,366.77,541.04,440.61,555.36,118.43,658.57,278.15,107.4,555.74,93.27,165.24,169.32,71.51,222.9,141.15,63.18,2160.28,29.79,187.76,382.81,69.15,372.46,182.5,108.35,127.43,139.77,49.02,385.93,20.91,429.44,213.23,317.82,171.69,47.31,346.74,190.45,344.68,64.15,216.43,63.71,77.79,261.25,549.44,172.88,380.51,168.74,543.31,177.9,140.98,686.5,332.51,155.86,8.98,122.71,159.78,231.48,143.53,143.5,251.76,295.0,92.05,48.98,36.49,151.13,84.47,165.08,344.64,17.71,117.55,303.6,206.79,116.02,319.77,62.1,357.32,212.54,551.55,226.16
08:20:00,1190.44,207.84,271.58,2717.91,364.86,502.15,432.38,579.78,115.08,678.34,296.77,114.18,552.84,88.77,169.28,179.08,73.66,208.21,142.76,62.44,2102.97,30.25,206.45,374.39,68.56,377.07,167.97,107.08,128.21,139.88,48.96,355.2,21.42,425.82,207.55,309.35,162.84,46.22,366.73,186.45,335.5,62.6,230.53,63.37,75.71,264.44,541.24,163.2,377.3,160.59,543.75,175.24,147.12,754.73,329.71,162.72,8.88,113.89,152.89,226.49,148.52,140.2,247.75,293.59,97.86,52.26,38.6,159.96,80.83,163.54,322.45,17.33,124.33,295.02,207.91,113.86,319.99,66.14,352.0,209.16,521.85,219.62
08:25:00,1200.69,217.66,262.79,2889.5,379.15,547.73,447.75,580.56,118.89,651.58,285.33,106.88,574.5,92.1,163.53,171.87,70.75,221.76,145.41,60.16,2107.22,29.49,194.4,381.61,68.67,364.85,173.05,103.17,127.99,129.86,48.85,365.94,20.69,449.45,212.0,315.98,174.82,48.4,351.96,195.12,342.69,61.9,230.62,63.39,77.34,256.9,582.16,171.47,377.88,166.6,504.81,177.99,140.52,710.79,348.01,162.94,8.38,124.23,158.24,221.62,147.38,146.82,256.28,310.97,91.6,50.24,37.04,158.08,83.65,173.48,340.97,16.96,119.32,304.78,207.71,117.91,327.82,66.17,378.62,216.35,549.55,223.26
08:30:00,1260.02,223.71,282.02,3097.13,376.66,559.41,421.69,596.59,121.13,703.21,305.89,119.65,570.71,92.9,155.89,180.55,76.36,225.48,138.92,63.64,2143.76,30.05,198.73,397.27,70.49,391.55,173.93,109.14,129.82,143.34,52.16,367.81,19.72,442.37,207.08,308.65,169.43,49.75,369.74,200.34,334.74,65.39,219.9,63.64,75.54,260.64,538.42,177.22,387.9,168.06,557.21,168.95,146.87,726.54,342.53,167.44,8.78,126.89,154.01,227.02,144.56,150.9,248.82,305.99,102.55,53.86,38.91,149.28,81.42,170.24,343.36,17.37,125.35,310.53,213.01,111.04,311.39,63.09,350.16,210.05,568.42,226.24
08:35:00,1258.83,223.21,279.1,3303.48,371.0,544.81,448.05,584.99,116.07,657.99,304.06,113.63,562.14,93.99,167.73,172.14,71.45,215.31,142.63,63.44,2144.76,31.17,192.25,382.95,70.07,387.51,171.26,108.8,128.08,138.28,52.19,362.16,21.22,435.1,217.18,323.7,161.43,49.64,352.51,199.58,351.06,63.0,242.65,64.2,79.23,257.38,564.83,167.79,385.6,170.04,537.54,181.6,144.35,702.88,336.9,164.18,8.41,123.58,150.21,222.47,155.53,150.56,262.52,306.48,97.39,53.54,37.1,154.42,79.41,174.95,376.23,17.02,119.51,297.55,204.28,117.98,308.57,69.62,367.34,221.62,552.85,239.32
08:40:00,1312.2,222.63,274.35,3507.18,365.92,533.98,440.35,593.52,123.47,669.44,300.83,116.74,554.45,91.86,170.71,180.98,72.69,212.99,139.34,62.26,2139.41,31.4,200.64,384.8,66.24,380.92,178.46,106.78,134.84,141.65,51.13,377.39,21.6,426.99,215.75,321.58,160.43,49.51,370.62,199.33,348.76,65.58,241.68,63.43,78.71,257.3,578.0,171.42,364.49,166.18,550.63,182.42,136.46,733.51,330.61,166.57,8.51,121.13,148.95,236.33,158.33,150.17,263.51,311.82,100.06,52.97,39.0,156.79,78.74,168.33,368.15,18.08,125.65,316.51,203.28,115.96,325.65,69.34,375.91,222.46,553.21,230.66
08:45:00,1350.21,216.24,282.92,3691.53,349.78,546.45,452.19,605.6,117.99,689.69,309.14,117.24,529.99,89.85,165.64,182.87,74.89,229.06,142.98,64.71,2149.67,33.44,204.4,373.03,66.11,392.82,183.5,110.99,129.21,137.92,51.72,388.05,20.96,447.96,213.27,317.87,173.63,48.09,374.49,194.4,344.74,63.32,237.25,63.36,77.8,255.1,565.29,170.05,363.8,162.54,536.13,180.41,148.43,747.22,346.85,169.96,9.11,123.95,157.24,226.1,157.28,145.86,259.97,313.14,100.49,54.43,39.41,160.78,83.13,180.05,359.85,17.3,126.96,302.47,200.75,119.07,325.99,68.07,367.65,219.47,564.19,223.63
08:50:00,1370.3,207.79,283.5,3837.16,367.5,559.6,466.22,584.26,118.09,692.01,279.11,119.92,556.85,93.92,163.49,176.4,75.14,221.87,145.21,63.81,2137.47,32.81,197.01,381.36,71.3,393.62,177.2,109.44,137.05,137.24,51.49,374.73,20.69,437.86,210.05,313.07,181.54,46.21,361.24,187.29,339.53,67.03,232.84,63.46,76.62,263.38,575.0,172.09,392.37,169.9,533.49,172.57,142.32,720.2,339.03,163.98,9.02,126.94,155.79,219.19,156.45,140.16,250.75,308.49,102.78,49.15,38.02,155.8,82.36,179.78,361.76,16.77,122.47,302.74,208.0,122.77,314.12,66.81,373.98,211.68,558.02,232.99
08:55:00,1402.13,214.99,273.81,3958.98,378.73,548.21,447.27,576.05,112.73,700.04,297.78,117.73,573.86,89.17,169.4,175.74,76.01,216.98,148.16,63.44,2192.43,31.86,198.19,393.07,72.23,380.16,184.01,108.79,140.83,145.83,54.4,389.12,21.43,448.52,213.59,318.36,170.79,47.81,359.88,193.65,345.26,67.14,241.93,63.55,77.92,266.66,554.55,174.74,397.47,161.32,566.89,186.81,144.33,724.48,347.29,161.67,8.92,124.37,159.57,231.86,156.03,145.02,255.11,312.53,100.9,52.44,37.87,158.31,84.36,177.86,362.08,17.74,122.01,288.99,203.86,117.78,329.11,69.42,360.67,215.37,561.05,241.94
09:00:00,1464.42,225.95,275.64,3955.81,371.11,560.46,439.46,622.28,116.22,721.1,300.09,117.2,562.31,89.93,172.77,184.45,78.3,223.52,145.61,67.71,2185.5,31.86,205.2,399.65,70.76,382.7,176.33,116.13,138.26,137.83,52.69,372.89,21.86,465.37,205.29,305.99,173.18,50.25,377.73,202.48,331.85,63.05,240.16,63.17,74.89,261.13,580.33,175.7,389.41,162.68,535.77,180.8,147.24,750.06,360.34,174.65,8.86,127.15,161.77,232.44,151.36,152.41,259.31,328.54,100.45,52.84,39.75,165.19,85.52,175.58,358.85,17.78,128.06,297.94,215.02,115.72,320.8,68.91,377.43,218.92,568.3,223.67
09:05:00,1477.71,217.75,267.14,4020.4,370.98,566.32,455.68,604.98,120.03,697.24,298.4,116.06,562.1,95.02,168.57,180.3,75.71,221.96,149.58,63.53,2200.25,33.58,202.11,398.39,69.39,370.9,177.73,108.96,138.23,138.38,52.0,375.84,21.33,446.15,217.75,324.56,171.8,48.42,369.23,195.29,351.99,65.41,238.96,63.79,79.44,276.6,574.48,180.36,381.83,171.88,537.93,186.88,147.96,738.86,345.45,169.79,8.64,128.47,152.08,228.16,161.52,146.88,259.78,320.7,99.47,52.55,38.86,160.41,80.4,186.76,361.31,17.46,125.18,307.69,210.58,119.99,335.88,68.56,373.65,219.31,577.35,238.14
09:10:00,1541.0,215.65,281.77,4003.37,368.26,555.3,444.69,601.48,118.84,691.86,321.12,120.45,557.99,97.14,177.14,180.11,75.12,216.23,148.83,66.92,2187.62,31.4,203.52,397.15,68.26,391.22,180.97,114.76,131.11,145.12,54.2,382.69,22.41,460.28,215.51,321.22,173.89,47.96,368.83,194.24,348.37,68.21,234.28,64.51,78.62,273.93,577.58,174.07,375.66,175.73,564.12,180.89,150.35,743.93,356.39,168.81,8.74,125.97,154.68,231.15,156.51,145.47,255.43,319.06,103.24,56.55,38.82,164.15,81.77,179.93,363.14,17.68,125.04,304.65,204.3,117.1,324.72,67.22,375.66,215.64,574.95,232.87
09:15:00,1568.05,225.02,282.27,4005.53,367.64,537.58,464.35,585.89,123.0,675.46,305.68,118.7,557.05,92.81,164.03,182.58,73.34,223.12,150.59,64.96,2203.4,33.32,209.95,414.39,72.66,391.91,177.5,111.4,133.83,146.11,52.34,375.36,20.75,439.45,210.54,313.8,176.23,50.04,373.89,202.12,340.33,64.23,234.86,65.49,76.8,287.79,558.85,175.04,399.83,167.89,567.97,181.73,148.28,767.44,340.26,164.43,8.78,121.97,160.21,231.14,160.33,151.79,261.08,330.99,101.74,53.83,39.35,159.65,84.7,167.26,384.45,17.68,126.76,315.31,215.73,122.28,331.8,67.39,363.49,220.41,561.88,234.15
09:20:00,1625.71,222.54,297.19,3862.95,379.07,566.16,460.25,591.7,119.94,718.16,299.9,117.8,574.37,93.27,169.03,176.87,77.98,218.32,154.38,59.95,2220.92,33.69,198.87,406.07,73.41,412.61,185.1,102.82,138.35,147.2,55.01,391.43,21.39,451.1,215.94,321.85,170.04,49.49,362.19,200.23,349.06,65.16,239.5,65.16,78.77,254.94,558.28,191.14,403.98,168.73,572.22,180.83,150.91,726.92,349.28,166.06,8.73,128.44,167.15,221.32,161.09,150.11,257.84,320.57,100.96,52.81,38.12,158.17,88.36,174.63,379.33,16.93,122.79,307.47,220.93,121.2,337.95,68.72,363.12,217.68,579.52,240.48
09:25:00,1640.48,226.94,277.4,3867.58,387.63,562.41,452.59,604.67,126.56,681.8,319.92,120.59,587.34,94.15,177.49,173.35,74.03,223.09,152.04,65.8,2213.53,32.91,205.8,401.26,71.06,385.14,178.85,112.85,140.01,145.77,53.15,378.22,22.46,449.72,218.57,325.77,175.81,50.47,354.99,203.4,353.31,66.58,232.34,65.38,79.73,260.93,588.0,174.49,391.04,170.31,566.63,179.74,139.72,752.19,348.22,169.7,8.81,127.61,158.86,235.06,157.13,153.08,263.37,325.73,103.36,56.33,37.36,160.95,83.98,180.7,379.72,17.98,120.35,324.45,210.14,119.18,329.03,66.66,382.43,222.34,577.25,234.26
09:30:00,1690.47,225.08,279.19,3789.18,372.61,551.56,444.96,598.55,124.19,719.28,308.41,122.94,564.58,98.31,171.78,181.17,78.1,219.33,153.3,63.82,2245.26,34.11,197.84,421.72,71.42,387.63,186.21,109.45,146.07,150.21,54.96,393.78,21.73,448.76,211.75,315.62,183.23,50.05,371.0,202.76,342.29,67.74,242.86,66.97,77.25,262.89,589.21,178.52,393.05,177.85,583.91,186.33,146.16,723.08,347.47,167.98,8.8,125.13,159.85,233.54,159.56,151.82,254.69,330.97,105.37,54.31,39.05,163.67,84.51,180.99,377.96,17.87,125.78,318.37,208.96,117.17,336.84,69.68,383.2,215.01,565.3,244.4
09:35:00,1698.6,225.75,282.95,3764.18,382.38,576.37,440.18,628.1,122.61,692.59,308.05,114.73,579.39,90.32,165.13,181.14,75.2,228.22,153.01,65.77,2238.49,32.08,205.12,405.22,73.74,392.85,185.0,112.8,143.98,151.52,55.19,391.22,20.89,429.98,219.11,326.59,169.86,50.2,370.93,202.14,354.19,67.05,252.51,67.72,79.93,271.2,569.89,177.89,405.81,163.39,588.99,178.52,143.55,749.73,332.93,176.28,8.85,130.76,158.58,231.97,157.95,152.28,266.53,337.18,98.34,54.24,39.04,161.94,83.83,180.29,372.15,17.75,125.76,314.33,218.95,115.91,313.64,72.45,370.65,225.01,591.24,235.3
09:40:00,1728.45,224.65,280.8,3684.86,379.81,556.78,467.29,595.23,120.39,701.53,320.54,121.84,575.5,91.63,171.38,181.37,76.17,209.71,151.35,66.58,2251.97,33.67,197.18,401.29,68.52,389.85,187.79,114.18,145.23,145.12,57.16,397.12,21.68,462.79,219.47,327.11,181.17,49.96,371.42,202.1,354.76,66.32,244.16,69.06,80.06,257.38,573.75,179.26,377.04,165.76,564.11,184.01,144.7,720.64,358.33,167.05,8.94,126.32,161.33,231.7,160.11,151.54,277.97,328.44,104.43,56.44,39.09,159.9,85.29,179.26,382.68,17.73,125.92,308.63,210.47,123.05,342.43,70.06,373.19,234.66,574.14,229.96
09:45:00,1756.06,223.77,295.03,3631.29,371.36,556.93,447.73,581.94,124.35,710.26,290.6,121.55,562.68,95.83,166.36,177.53,77.12,224.69,151.81,63.24,2263.41,34.11,212.51,414.25,70.44,409.62,174.01,108.45,148.04,149.95,58.33,367.98,21.05,462.18,218.26,325.31,170.0,49.76,363.55,200.83,352.81,65.26,242.44,68.7,79.62,257.19,580.44,174.06,387.64,173.35,582.88,182.03,140.32,776.73,357.86,163.32,8.66,126.35,162.76,237.41,164.25,150.94,258.47,326.34,104.18,51.17,38.26,159.2,86.05,187.78,378.29,18.16,123.25,318.77,211.84,117.9,337.95,69.56,377.52,218.2,577.71,230.55
09:50:00,1766.35,217.85,288.71,3593.96,396.83,575.76,469.29,603.24,119.12,703.36,304.36,119.95,601.27,95.66,163.21,188.7,76.37,224.35,154.67,66.35,2369.28,34.51,204.97,414.68,68.94,400.83,180.61,113.78,133.76,140.76,56.32,381.92,20.65,453.81,215.92,321.82,170.39,48.45,386.43,196.72,349.02,65.67,235.76,71.07,78.77,271.97,564.12,181.18,379.36,173.05,547.17,184.99,142.73,749.19,351.38,169.3,8.72,130.63,158.02,236.94,162.4,146.95,268.29,329.99,102.81,53.59,40.67,162.63,83.54,184.23,362.86,18.13,131.01,305.36,215.9,123.58,330.31,67.64,366.92,226.5,586.75,232.33
09:55:00,1820.28,224.66,283.79,3555.36,385.79,584.1,435.11,598.65,119.16,706.67,296.37,121.11,584.55,99.26,163.65,180.9,76.73,226.32,153.94,64.05,2323.33,34.09,216.84,405.28,70.4,393.99,179.55,109.85,147.79,144.8,55.25,379.7,20.71,457.85,231.13,344.5,175.5,49.96,370.45,202.31,373.62,63.82,238.4,71.03,84.32,258.01,591.3,179.88,387.43,179.55,562.88,181.34,148.89,792.48,354.51,168.01,8.66,132.53,164.83,229.5,155.71,151.54,259.96,331.48,103.81,52.19,38.99,162.94,87.14,171.75,400.61,17.56,125.59,305.48,207.46,114.58,335.21,68.4,384.59,219.46,601.46,240.69
